taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	GOLD Analysis Project Type	Add Date	Assembly Method	Comments	Has Coverage	Is Public	Release Date	User Access	Contact Email	Contact Name	Is Published	Sequencing Method	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation Country	Latitude	Longitude	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status	
3300027932	*Microbiome	Permanent Draft	Extremophilic microbial mat communities from USA and Mexico	Hot spring microbial mat communities from Yellowstone National Park, Wyoming, USA - BED_virus_MetaG (SPAdes)	DOE Joint Genome Institute (JGI)	3300027932	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Extremophilic microbial mat communities from USA and Mexico	Metagenome Analysis	2018-05-14	spades v. 3.11.1		Yes	Yes	2018-07-13		binskeep@montana.edu	William P. Inskeep	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats			2280	USA: Yellowstone National Park	Hot spring	USA	44.7315	-110.7113	39288453	87318	Restricted	
3300001392	*Microbiome	Permanent Draft	Black smokers hydrothermal plume microbial communities from the Eastern Lau Spreading Center	ELSC Metagenome		3300001392	Environmental	Aquatic	Marine	Hydrothermal vents	Black smokers	Black smokers hydrothermal plume microbial communities from the Eastern Lau Spreading Center	Metagenome Analysis	2013-05-24		released by JGI data releasing policy	No	Yes	2020-03-03		akarthik@umich.edu	Karthik Anantharaman	No		Environmental	Aquatic	Hydrothermal vents	Marine	Black smokers		2600		Kilo Moana -  ELSC (Lau Basin)	Black smokers hydrothermal plume 	Pacific Ocean	-20	176	380869738	508679		
3300049990	*Microbiome	Permanent Draft	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States	Sediment-water slurry microbial communities from hot spring in Yellowstone National Park, WY, USA - Buffalo_pool_control_inc_3	DOE Joint Genome Institute (JGI)	3300049990	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring sediment microbial communities from Yellowstone National Park, WY, United States	Metagenome Analysis	2022-02-01	metaspades v. 3.15.2	released based on JGI ITS	Yes	Yes	2022-03-27		roland.hatzenpichler@montana.edu	Roland Hatzenpichler	No	Illumina NovaSeq S4	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2240	USA: Wyoming	Sediment-water slurry	USA	44.5324	-110.7974	208191440	329266	Restricted	
3300028315	*Microbiome	Permanent Draft	Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean	Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean - BSmoChi-MAR-TVG11 reanalysis	Beijing Genomics Institute (BGI)	3300028315	Environmental	Aquatic	Marine	Hydrothermal vents	Black smokers	Black smoker hydrothermal vent sediment microbial communities from the Guaymas Basin, Mid-Atlantic Ridge, South Atlantic Ocean	Metagenome Analysis	2018-06-04	idba v. 1.1.1	released by JGI data releasing policy	No	Yes	2022-03-04		limeng848@gmail.com	MENG LI	No	Illumina HiSeq X Ten	Environmental	Aquatic	Hydrothermal vents	Marine	Black smokers		2770		Mid-Atlantic Ridge, South Atlantic Ocean	hydrothermal vents	Atlantic Ocean	-15.160005	-13.350021	4922220859	7761684		
3300044575	*Microbiome	Permanent Draft	Marine microbial communities from various hydrothermal vent chimneys in Pacific Ocean	Marine hydrothermal vent microbial communities from Snap Snap chimney, Urashima Vent Field, Pacific Ocean - 797SSC	Western Washington University	3300044575	Environmental	Aquatic	Marine	Hydrothermal vents	Black smokers	Marine microbial communities from various hydrothermal vent chimneys in Pacific Ocean	Metagenome Analysis	2021-04-03	MegaHIT v. 1.2.9	released by Laura A Murray	No	Yes	2021-04-07		lmurray0918@gmail.com	Laura Murray	No	Illumina MiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Black smokers		2928		Urashima Vent Field, Pacific Ocean	Marine hydrothermal vent	Pacific Ocean	13	144	267460965	543682		
3300025768	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring microbial communities from Beatty, Nevada to study Microbial Dark Matter (Phase II) - OV2 TP1 (SPAdes)	DOE Joint Genome Institute (JGI)	3300025768	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2018-04-13	spades v. 3.11.1		Yes	Yes	2018-06-12		rstepanauskas@bigelow.org; duane.moser@dri.edu	Ramunas Stepanauskas; Duane Moser	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified		10		USA: Beatty, Nevada	Thermal springs	USA	36.96	-116.72	78726572	237516	Unrestricted	
3300007668	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_A_D2_MG	DOE Joint Genome Institute (JGI)	3300007668	Environmental	Aquatic	Marine	Intertidal zone	Salt pond sediment	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Metagenome Analysis	2016-03-17	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-09-13		stheroux@lbl.gov, stheroux@lbl.gov; sgtringe@lbl.gov	Susanna Theroux, Susanna Theroux; Susannah Tringe	Yes	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Intertidal zone	Marine	Salt pond sediment		0	0	South San Francisco, USA	Pond soil	USA	37.4958	-122.1331	497073746	1035728	Unrestricted	
3300028206	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS374 with 0.1UM filter - spades	JGI facility at Oak Ridge National Laboratory	3300028206	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Antarctic microbial communities	Metagenome Analysis	2018-05-23	Spades v. 3.11.1	released by Michelle Allen	Yes	Yes	2021-04-27		r.cavicchioli@unsw.edu.au	Rick Cavicchioli	No	454	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified		1.8		Organic Lake, Antarctica	Marine derived hypersaline lake	Antarctica	-68.46233	78.19663	20132548	38050		
3300021067	*Microbiome	Permanent Draft	Systems level insights into methane cycling in arid and semi-arid ecosystems	Soil microbial communities from Anza Borrego desert, Southern California, United States - S3+v_20-13C	DOE Joint Genome Institute (JGI)	3300021067	Environmental	Terrestrial	Soil	Desert	Unclassified	Systems level insights into methane cycling in arid and semi-arid ecosystems	Metagenome Analysis	2017-10-03	spades v. SPAdes version: 3.10.1		Yes	Yes	2017-12-03		mkalyuzhnaya@sdsu.edu	Marina Kalyuzhnaya	No	Illumina HiSeq 2500-1TB	Environmental	Terrestrial	Desert	Soil	Unclassified		0	0	USA: California	soil	USA	33.305	-116.2547	278253160	604522	Restricted	
3300026906	*Microbiome	Permanent Draft	Extremophilic microbial mat communities from USA and Mexico	Extremophilic microbial mat communities from Yellowstone National Park, USA - BED_Mat_host_9_15 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026906	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Extremophilic microbial mat communities from USA and Mexico	Metagenome Analysis	2018-05-07	spades v. 3.11.1		Yes	Yes	2018-07-06		jim.fredrickson@pnnl.gov; binskeep@montana.edu	Jim Fredrickson; William P. Inskeep	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats			2280	Yellowstone National Park, USA	Hot spring	USA	44.7315	-110.7113	90560287	160048	Restricted	
2084038011	*Microbiome	Permanent Draft	Hypersaline microbial communities from Antarctic Deep Lake	Hypersaline microbial communities from Antarctic Deep Lake - 24m 0.1um	DOE Joint Genome Institute (JGI)	2084038011	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Hypersaline microbial communities from Antarctic Deep Lake	Metagenome Analysis	2010-11-27	Newbler and/or Velvet		No	Yes	2010-11-27		r.cavicchioli@unsw.edu.au, r.cavicchioli@unsw.edu.au; m.allen@unsw.edu.au	Rick  Cavicchioli, Rick Cavicchioli; Michelle Allen	Yes	454 GS FLX Titanium	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified		24	0	Deep Lake Antarctica	Hypersaline	Antarctica	-68.54	78.18	59385153	141524		
3300026561	*Microbiome	Permanent Draft	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Hypersaline microbial mat communities from Hot Lake, Washington, USA - Hot Lake Consortium UCC-L28 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026561	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Metagenome Analysis	2018-04-23	spades v. 3.11.1		Yes	Yes	2018-06-22		jim.fredrickson@pnnl.gov	Jim Fredrickson	No	Illumina HiSeq 2000, Illumina HiSeq 2500, PacBio RS, PacBio RS II	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Hot Lake, Washington, USA	Hypersaline mat	USA	48.972613	-119.477608	80217057	102502	Restricted	
3300026776	*Microbiome	Permanent Draft	Hot spring microbial communities from Yellowstone National Park	Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - site 1 bottle 13 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026776	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Yellowstone National Park	Metagenome Analysis	2018-05-07	spades v. 3.11.1		Yes	Yes	2018-11-03		blumerschuette@oakland.edu; rmkelly@ncsu.edu	Sara Blumer-Schuette; Robert Kelly	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2400	Yellowstone National Park, Wyoming, USA	Hot spring	USA	44.6102	-110.4387	12854215	17367	Unrestricted	
3300038997	*Microbiome	Permanent Draft	Cryoconite microbial communities from the surface of glaciers from various locations	Cryoconite microbial communities from the surface of Forni Glacier, Lombardia, Italy - ERS1030528	University of Milan-Bicocca	3300038997	Environmental	Aquatic	Freshwater	Ice	Cryoconite	Cryoconite microbial communities from the surface of glaciers from various locations	Metagenome Analysis	2020-04-16	Custom JGI assembly, Nielsen et. al.		Yes	Yes					No	Illumina HiSeq 1500	Environmental	Aquatic	Ice	Freshwater	Cryoconite		0		Italy: Lombardia	cryoconite	Italy	46.39825	10.58561111	67309673	103362		
3300009444	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring microbial communities from Beatty, Nevada to study Microbial Dark Matter (Phase II) - OV2 TP3	DOE Joint Genome Institute (JGI)	3300009444	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2016-06-09	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-08-08		rstepanauskas@bigelow.org, rstepanauskas@bigelow.org; duane.moser@dri.edu	Ramunas Stepanauskas, Ramunas Stepanauskas; Duane Moser	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified		10		USA: Beatty, Nevada	Thermal springs	USA	36.96	-116.72	1399036475	2788045	Unrestricted	
3300022719	*Microbiome	Permanent Draft	Solar saltern microbial communities from the Namib Desert	Sediment microbial communities from solar saltern in Namib Desert, Swakopmund, Namibia - Eisfeld sink 2017	Genewiz Inc.	3300022719	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Solar saltern microbial communities from the Namib Desert	Metagenome Analysis	2018-01-26	SPAdes v. 3.6.0	released by JGI data releasing policy	Yes	Yes	2021-03-03		don.cowan@up.ac.za	Don Cowan	No	Illumina HiSeq X Ten	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Eisfeld solar saltern, Swakopmund, Erongo region, Namibia	Microbial mat and sediment	Namibia	-22.4849444	14.57152778	581547686	816374		
3300022335	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Garden Lake, Rottnest Island (WA - Australia) - GL1GP3 JM12	AGRF	3300022335	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-14	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Garden Lake, Rottnest Island, Western Australia	Microbial mat	Australia	-31.995604	115.536873	25423414	53450		
3300031923	*Microbiome	Permanent Draft	Microbial communities from the deep biosphere	Spring water microbial communities from the Voltri Massif travertine in Liguria, Italy - LIG_GORupB_2013 re-assembly	The Marine Biological Laboratory	3300031923	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Unclassified	Microbial communities from the deep biosphere	Metagenome Analysis	2018-12-02	SPades v. 3.13.0	released by JGI data releasing policy	No	Yes	2022-03-04		jpayet@ceoas.oregonstate.edu	Jerome P. Payet	No	Illumina HiSeq 1000	Environmental	Aquatic	Alkaline	Non-marine Saline and Alkaline	Unclassified				Italy: Voltri Massif, Liguria	Spring water	Italy	44.597	8.7833	384526484	953415		
3300002242	*Microbiome	Permanent Draft	Marine sediment microbial communities from the Hellenic Volcanic Arc	Marine sediment microbial communities from Kolumbo Volcano mats, Greece - white/grey mat	DOE Joint Genome Institute (JGI)	3300002242	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	Marine sediment microbial communities from the Hellenic Volcanic Arc	Metagenome Analysis	2014-01-31	Newbler and/or Velvet	released based on JGI ITS	Yes	Yes	2022-01-22		nckyrpides@lbl.gov	Nikos Kyrpides	No	Illumina GAIIx	Environmental	Aquatic	Hydrothermal vents	Marine	Sediment		494		Kolumbo Volcano, Greece	Marine sediment	Greece	36.5	25.45	1445071903	3896498	Unrestricted	
3300002556	*Microbiome	Permanent Draft	Hot spring microbial communities from Yellowstone National Park	Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - site 1 bottle 13	DOE Joint Genome Institute (JGI)	3300002556	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Yellowstone National Park	Metagenome Analysis	2014-04-25			Yes	Yes	2014-10-22		blumerschuette@oakland.edu, blumerschuette@oakland.edu; rmkelly@ncsu.edu	Sara Blumer-Schuette, Sara Blumer-Schuette; Robert Kelly	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2400	Yellowstone National Park, Wyoming, USA	Hot spring	USA	44.6102	-110.4387	10644896	15873	Unrestricted	
3300048645	*Microbiome	Permanent Draft	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Hydrothermal vent plume microbial communities from North Pacific Ocean - CTD-AT42-06-005-500m-0.1	DOE Joint Genome Institute (JGI)	3300048645	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	Hydrothermal vents viral and microbial communities from various locations in Pacific Ocean	Metagenome Analysis	2021-10-22	metaspades v. 3.15.2	released based on JGI ITS	Yes	Yes	2021-12-20		randerson@carleton.edu	Rika Anderson	No	Illumina NovaSeq S4	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified		500		North Pacific Ocean	Hydrothermal vent plume	Pacific Ocean	8.41285	-104.4194	508726016	836983	Restricted	
3300001459	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands	Hydrothermal vent plume microbial communities from the Mid Cayman Rise - All Sites - lt1k		3300001459	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands	Metagenome Analysis	2013-06-03	Velvet + MetaVelvet at multiple Kmers	released by JGI data releasing policy	No	Yes	2020-03-03			Gregory Dick, Sunit Jain	No	Illumina HiSeq 2000	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified		2000 to 4000		Mid Cayman Rise, Cayman Islands, UK	Hydrothermal vent plume		18.35	-81.85	198169809	718137		
3300028300	*Microbiome	Permanent Draft	Marine microbial communities from Antarctic Lakes and Southern Ocean	Marine microbial communities from Organic Lake, Antarctica - Site 233 with 0.8UM filter - spades	J. Craig Venter Institute	3300028300	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Marine microbial communities from Antarctic Lakes and Southern Ocean	Metagenome Analysis	2018-05-29	Spades v. 3.11.1	released by Michelle Allen	Yes	Yes	2021-04-27		r.cavicchioli@unsw.edu.au	Rick Cavicchioli	Yes	454	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified		0		Organic Lake, Antarctica	Marine derived hypersaline lake	Antarctica	-68.46233	78.19663	11704153	20665		
2022920008	*Microbiome	Draft	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP4 Joseph's Coat Springs v2	DOE Joint Genome Institute (JGI)	2022920008	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Metagenome Analysis	2009-10-17	lucy / pga	released based on JGI ITS	No	Yes	2022-03-25		binskeep@montana.edu	William Inskeep, William P. Inskeep	Yes	Sanger	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2448.2	Yellowstone National Park, WY	Hot spring	USA	44.733519	-110.333	14407932	21034	Unrestricted	
