"sampleID"	"taxon_oid"	"Domain"	"Sequencing.Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"GOLD.Analysis.Project.Type"	"Add.Date"	"Assembly.Method"	"Comments"	"Has.Coverage"	"Is.Public"	"Release.Date"	"User.Access"	"Contact.Email"	"Contact.Name"	"Is.Published"	"Sequencing.Method"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Specific.Ecosystem"	"Altitude.In.Meters"	"Depth.In.Meters"	"Elevation.In.Meters"	"Geographic.Location"	"Habitat"	"Isolation.Country"	"Latitude"	"Longitude"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"JGI.Data.Utilization.Status"	"X"	"Use"	"Environment"
"X3300001988"	3300001988	"*Microbiome"	"Draft"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP4 Joseph's Coat Springs v3"	"DOE Joint Genome Institute (JGI)"	3300001988	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Metagenome Analysis"	"2013-11-13"	"lucy / pga"	"released based on JGI ITS"	"No"	"Yes"	"2022-03-25"	NA	"binskeep@montana.edu"	"William Inskeep, William P. Inskeep"	"Yes"	"Sanger"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	"2448.2"	"Yellowstone National Park, WY"	"Hot spring"	"USA"	"44.733519"	"-110.333"	14539159	21625	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300020607"	3300020607	"*Microbiome"	"Permanent Draft"	"Marine microbial communities from Tor Caldara"	"Marine established microbial mat bacterial communities from Tor Caldara shallow water vent, Tyrrhenian Sea, Italy - TCM5 re-assembly(spades)"	"Molecular Research LP (MR DNA)"	3300020607	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Microbial mats"	"Marine microbial communities from Tor Caldara"	"Metagenome Analysis"	"2017-09-15"	"SPADES"	"released by JGI data releasing policy"	"No"	"Yes"	"2021-03-03"	NA	"sushmita.patwardhan@gmail.com"	"Sushmita Patwardhan"	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Microbial mats"	NA	""	""	"New Brunswick"	"Marine microbial mat"	""	"41.48583333"	"12.58972222"	117211026	190477	""	NA	"Use"	"Hydrothermal vent"
"X3300012679"	3300012679	"*Microbiome"	"Permanent Draft"	"Polar desert microbial communities from Antarctic Dry Valleys"	"Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ299 (21.06)"	"DOE Joint Genome Institute (JGI)"	3300012679	"Environmental"	"Terrestrial"	"Soil"	"Desert"	"Unclassified"	"Polar desert microbial communities from Antarctic Dry Valleys"	"Metagenome Analysis"	"2016-12-10"	"MEGAHIT v. MEGAHIT v1.0.6"	""	"Yes"	"Yes"	"2017-02-08"	NA	"caryc@udel.edu"	"Stephen Cary"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Terrestrial"	"Desert"	"Soil"	"Unclassified"	NA	""	"435"	"Antarctica: Dry Valley"	"Polar desert sand"	"Antarctica"	"-78.0577"	"163.7401"	973250012	2120495	"Unrestricted"	NA	"Use"	"Desert"
"X3300003635"	3300003635	"*Microbiome"	"Permanent Draft"	"Hypersaline viral and bacterial communities from Bras del Port, Santa Pola, Spain"	"Hypersaline viral communities from Bras del Port, Santa Pola, Spain - Lo Valdivia P5"	"Lifesequencing S.L."	3300003635	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Hypersaline viral and bacterial communities from Bras del Port, Santa Pola, Spain"	"Metagenome Analysis"	"2014-10-23"	""	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"m.martinez@ua.es"	"Manuel Martinez Garcia"	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	""	""	"Bras del Port, Santa Pola, Spain"	"Hypersaline samples"	"Spain"	"38.192206"	"-0.591865"	22070040	41803	""	NA	"Use"	"Hypersaline"
"X3300013098"	3300013098	"*Microbiome"	"Permanent Draft"	"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico"	"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay11, Core 4567-28, 0-3 cm"	"DOE Joint Genome Institute (JGI)"	3300013098	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Sediment"	"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico"	"Metagenome Analysis"	"2017-02-09"	"MEGAHIT v. MEGAHIT v1.0.6"	""	"Yes"	"Yes"	"2017-04-10"	NA	"nd.microbiota@gmail.com"	"Nina Dombrowski"	"Yes"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Sediment"	NA	"2000"	""	"Mexico: Gulf of California"	"marine sediment"	"Mexico"	"27.009"	"-111.4081"	1259078910	2867622	"Unrestricted"	NA	"Use"	"Hydrothermal vent"
"X3300028224"	3300028224	"*Microbiome"	"Permanent Draft"	"Antarctic microbial communities"	"Marine microbial communities from Organic Lake, Antarctica - GS376 with 0.8UM filter - spades"	"JGI facility at Oak Ridge National Laboratory"	3300028224	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Antarctic microbial communities"	"Metagenome Analysis"	"2018-05-23"	"Spades v. 3.11.1"	"released by Michelle Allen"	"Yes"	"Yes"	"2021-04-27"	NA	"r.cavicchioli@unsw.edu.au"	"Rick Cavicchioli"	"No"	"454"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	"5.6"	""	"Organic Lake, Antarctica"	"Marine derived hypersaline lake"	"Antarctica"	"-68.46233"	"78.19663"	32298597	58260	""	NA	"Use"	"Hypersaline"
"X3300001780"	3300001780	"*Microbiome"	"Permanent Draft"	"Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands"	"Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Vondamm Supr46"	""	3300001780	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands"	"Metagenome Analysis"	"2013-09-16"	"IDBA_UD k52-k92 step10"	"released by JGI data releasing policy"	"No"	"Yes"	"2020-03-03"	NA	""	"Gregory Dick, Sunit Jain"	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	"2000"	""	"Vondamm Vents, Mid Cayman Rise"	"Hydrothermal vent plume"	""	"18.35"	"-81.85"	179566894	265480	""	NA	"Use"	"Hydrothermal vent"
"X3300011191"	3300011191	"*Microbiome"	"Permanent Draft"	"Metagenomes of Arctic soils"	"Arctic soil microbial communities form glacier forefield, Midre Lovenbreen, Svalbard, Norway (Sample 16 - S13.2.60.1.a - transect 2, repeat 1, age 113 years, surface depth)"	"University of Bristol"	3300011191	"Environmental"	"Terrestrial"	"Soil"	"Glacier"	"Unclassified"	"Metagenomes of Arctic soils"	"Metagenome Analysis"	"2016-11-12"	"SPADES"	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	"maisie.nash@bristol.ac.uk; eaeloefadrosh@lbl.gov; ama@envs.au.dk"	"Maisie Nash; Emiley Eloe-Fadrosh; Alexandre Magno Barbosa Anesio"	"Yes"	"Illumina HiSeq"	"Environmental"	"Terrestrial"	"Glacier"	"Soil"	"Unclassified"	NA	"0"	"29"	"Midre Lovenbreen, Svalbard, Norway"	"Glacier forefield soil"	"Norway"	"78.99"	"12.08277778"	2827176	7547	""	NA	"Use"	"Glacial forefield"
"X3300035633"	3300035633	"*Microbiome"	"Permanent Draft"	"Hypersaline lacustrine bacterial communities from Kiritimati Island"	"Lacustrine bacterial communities from hypersaline Lake 1, Kiritimati Island, Kiribati - 0-5 cm"	"University of Illinois, Urbana-Champaign"	3300035633	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Sediment"	"Hypersaline lacustrine bacterial communities from Kiritimati Island"	"Metagenome Analysis"	"2019-11-25"	"MEGAHIT v. 1.1.1"	"released by Mingfei Chen"	"No"	"Yes"	"2020-11-30"	NA	"jconro@illinois.edu"	"Jessica Conroy"	"No"	"Illumina HiSeq 4000"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Sediment"	NA	"0 to .05"	""	"Kiritimati Island, Kiribati"	"lacustrine"	"Republic of Kiribati"	"1.9"	"-157.4"	629509702	820485	""	NA	"Use"	"Hypersaline"
"X3300003978"	3300003978	"*Microbiome"	"Permanent Draft"	"Diffuse hydrothermal vent microbial communities from Menez Gwen hydrothermal field, Mid Atlantic ridge"	"Diffuse hydrothermal vent microbial communities from Menez Gwen hydrothermal field, Mid Atlantic ridge - MGW_C"	"Max Planck Institute for Plant Breeding Research"	3300003978	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Diffuse hydrothermal vent microbial communities from Menez Gwen hydrothermal field, Mid Atlantic ridge"	"Metagenome Analysis"	"2015-01-29"	"idba_ud500"	"released per JGI data release policy"	"Yes"	"Yes"	"2019-11-01"	NA	"dmeier@mpi-bremen.de, dimitri.meier@univie.ac.at"	"Dimitri Meier"	"No"	""	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	""	""	"Mid-Atlantic Ridge"	"Diffuse hydrothermal vent"	""	""	""	80402791	94295	""	NA	"Use"	"Hydrothermal vent"
"X3300003120"	3300003120	"*Microbiome"	"Permanent Draft"	"Marine microbial communities from saline anoxic brine of the deep-sea hypersaline anoxic lake (DHAL) Thetis"	"Extremely saline anoxic brine microbial communities from Lake Thetis, Australia"	""	3300003120	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Marine microbial communities from saline anoxic brine of the deep-sea hypersaline anoxic lake (DHAL) Thetis"	"Metagenome Analysis"	"2014-07-31"	"Newbler v. 2.5.3"	"Made public because these are downloaded from Genbank"	"No"	"Yes"	"2014-08-01"	NA	"nckyrpides@lbl.gov"	"Golyshin,P.N., Nikos Kyrpides"	"No"	"454 GS FLX Titanium"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	""	""	"Lake Thetis, Australia"	"Marine"	"Australia"	"34.745616"	"22.144127"	9263949	21198	""	NA	"Use"	"Hypersaline"
"X3300017525"	3300017525	"*Microbiome"	"Permanent Draft"	"Archaeal and Bacterial diversity and function in deep-sea hydrothermal influenced sediments"	"Deep-sea sediment microbial communities from hydrothermal vent field in the North Atlantic Ocean - Menez Gwen vent"	"Biocant"	3300017525	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Sediment"	"Archaeal and Bacterial diversity and function in deep-sea hydrothermal influenced sediments"	"Metagenome Analysis"	"2017-05-05"	"Spades"	"released by JGI data releasing policy"	"No"	"Yes"	"2021-03-03"	NA	"cerqueira.mt@gmail.com"	"Teresa Cerqueira"	"No"	"Illumina MiSeq"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Sediment"	NA	"825"	""	"the North Atlantic Ocean"	"sediment"	"Portugal"	"37.8445"	"-31.519255"	213248925	398414	""	NA	"Use"	"Hydrothermal vent"
"X3300005788"	3300005788	"*Microbiome"	"Permanent Draft"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS904_Marker33_DNA"	""	3300005788	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Metagenome Analysis"	"2015-09-03"	"Ray v. 2.3.1, minimum contig length 1kb"	"released by JGI data releasing policy"	"No"	"Yes"	"2020-03-03"	NA	"cfortunato@mbl.edu, cfortunato@gmail.com; randerson@carleton.edu"	"Caroline  Fortunato, Caroline Fortunato; Rika Anderson"	"Yes"	"Illumina"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	"1516"	""	"Axial seamount, northeast pacific ocean"	"Diffuse hydrothermal flow volcanic vent "	"USA"	"45.9332"	"-129.982268"	17685726	24222	""	NA	"Use"	"Hydrothermal vent"
"X3300022460"	3300022460	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL3WBGP2 JM62"	"AGRF"	3300022460	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Herschel Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.996531"	"115.533257"	59853604	105026	""	NA	"Use"	"Hypersaline"
"X3300003872"	3300003872	"*Microbiome"	"Permanent Draft"	"Black Smoker Hydrothermal vent Microbial communities from Manus Basin , Bismarck Sea"	"Black Smoker Hydrothermal vent Microbial communities from Manus Basin , Bismarck Sea - Sample 373Cnorm"	"Max Planck Institute for Plant Breeding Research"	3300003872	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Black smokers"	"Black Smoker Hydrothermal vent Microbial communities from Manus Basin , Bismarck Sea"	"Metagenome Analysis"	"2015-01-05"	"BBNorm/IDBA_UD"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"ppjevac@mpi-bremen.de, pjevac@microbial-ecology.net"	"Petra Pjevac"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Black smokers"	NA	"1680"	""	"Deep-Sea, Bismarck Sea, Papua New Guinea"	"Black smoker hydrothermal chimney"	"Papua New Guinea"	"-3.721194"	"151.674553"	95292087	122217	""	NA	"Use"	"Hydrothermal vent"
"X3300001835"	3300001835	"*Microbiome"	"Permanent Draft"	"Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands"	"Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Shallow Sites - gte4kb"	""	3300001835	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Hydrothermal vent plume microbial communities from the Cayman Rise, Cayman Islands"	"Metagenome Analysis"	"2013-09-25"	"IDBA_UD k52-k92 step10 - contigs greater than or equal to 4kb"	"Released per   Gregory Dick  (Dec 3, 2015) "	"No"	"Yes"	"2015-12-03"	NA	""	"Gregory Dick, Sunit Jain"	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	"2000"	""	"Mid Cayman Rise, Cayman Islands, UK"	"Hydrothermal vent plume"	"USA"	"18.35"	"-81.85"	160839103	168378	""	NA	"Use"	"Hydrothermal vent"
"X3300009491"	3300009491	"*Microbiome"	"Permanent Draft"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS851 no min length"	"Marine Biological Laboratory"	3300009491	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Metagenome Analysis"	"2016-06-09"	"Ray 2.3.1"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"randerson@mbl.edu, randerson@carleton.edu"	"Rika Anderson"	"No"	"Illumina HiSeq"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	"4988"	""	"Mid-Cayman Rise"	"diffuse flow hydrothermal vent"	""	"18.547192"	"-81.71817"	267671278	1313040	""	NA	"Use"	"Hydrothermal vent"
"X3300006078"	3300006078	"*Microbiome"	"Permanent Draft"	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea"	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea - fluid C"	"Max Planck Institute for Plant Breeding Research"	3300006078	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Microbial communities in diffuse hydrothermal fluids of Manus Basin, Bismarck Sea"	"Metagenome Analysis"	"2015-10-16"	"idba_ud v 1.1.1"	"released per JGI data release policy"	"Yes"	"Yes"	"2019-11-01"	NA	"dmeier@mpi-bremen.de, dimitri.meier@univie.ac.at"	"Dimitri Meier"	"No"	""	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	""	""	"Manus Basin, Bismarck Sea"	"diffuse hydrothermal fluids"	""	"-3.728333"	"151.672394"	352320966	649200	""	NA	"Use"	"Hydrothermal vent"
"X3300010969"	3300010969	"*Microbiome"	"Permanent Draft"	"Inactive Hydrothermal Chimney Metagenome Study"	"Microbial communities from the outside layer of the microbial mat covering an inactive hydrothermal chimney from the Kolumbo submarine volcano, Santorini, Greece - V16_c.out"	"Hellenic Centre for Marine Research (HCMR)"	3300010969	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Microbial mats"	"Inactive Hydrothermal Chimney Metagenome Study"	"Metagenome Analysis"	"2016-10-14"	"MIRA 4.9.5_2"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2020-03-03"	NA	"ch.christakis@yahoo.gr"	"Christos Christakis"	"No"	"Illumina MiSeq"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Microbial mats"	NA	"503"	""	"Kolumbo submarine Volcano, Hellenic Volcanic Arc, Aegean Sea, Greece"	"Hydrothermal chimney microbial mat"	""	"36.52"	"25.48"	196554973	340534	""	NA	"Use"	"Hydrothermal vent"
"X3300029901"	3300029901	"*Microbiome"	"Permanent Draft"	"Cryoconite microbial communities around the Greenland ice sheet"	"Cryoconite microbial communities from ice sheet in Kangerlussuaq, Greenland - KAN_P-B3a"	"DMAC, Technical University of Denmark"	3300029901	"Environmental"	"Aquatic"	"Freshwater"	"Ice"	"Cryoconite"	"Cryoconite microbial communities around the Greenland ice sheet"	"Metagenome Analysis"	"2018-10-03"	"Custom JGI assembly, Nielsen et. al."	"released"	"Yes"	"Yes"	"2019-10-16"	NA	""	""	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Ice"	"Freshwater"	"Cryoconite"	NA	""	""	"Greenland: Kangerlussuaq"	"Cryconite"	"Greenland"	"67.09"	"-50"	331649564	607153	""	NA	"Use"	"Cryosphere"
"X2016842005"	2016842005	"*Microbiome"	"Draft"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP17 Obsidian Pool Prime v1"	"DOE Joint Genome Institute (JGI)"	2016842005	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA"	"Metagenome Analysis"	"2009-04-20"	"lucy / pga"	"released based on JGI ITS"	"No"	"Yes"	"2022-03-25"	NA	"binskeep@montana.edu"	"William Inskeep, William P. Inskeep"	"Yes"	"Sanger"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	"7800"	"Yellowstone National Park, WY"	"Hot spring"	"USA"	"44.733519"	"-110.404033"	24421805	38984	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300011196"	3300011196	"*Microbiome"	"Permanent Draft"	"Metagenomes of Arctic soils"	"Arctic soil microbial communities form glacier forefield, Midre Lovenbreen, Svalbard, Norway (Sample 17 - S13.2.60.2.a - transect 2, repeat 2, age 113 years, surface depth)"	"University of Bristol"	3300011196	"Environmental"	"Terrestrial"	"Soil"	"Glacier"	"Unclassified"	"Metagenomes of Arctic soils"	"Metagenome Analysis"	"2016-11-12"	"SPADES"	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	"maisie.nash@bristol.ac.uk; eaeloefadrosh@lbl.gov; ama@envs.au.dk"	"Maisie Nash; Emiley Eloe-Fadrosh; Alexandre Magno Barbosa Anesio"	"Yes"	"Illumina HiSeq"	"Environmental"	"Terrestrial"	"Glacier"	"Soil"	"Unclassified"	NA	"0"	"30"	"Midre Lovenbreen, Svalbard, Norway"	"Glacier forefield soil"	"Norway"	"78.99166667"	"12.23"	16687388	30054	""	NA	"Use"	"Glacial forefield"
"X3300011918"	3300011918	"*Microbiome"	"Permanent Draft"	"Mine pit pond microbial communities from Vermont, USA"	"Mine pit pond microbial communities from Vermont, USA - 2S"	"University of Vermont"	3300011918	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Alkaline"	"Mine pit pond"	"Mine pit pond microbial communities from Vermont, USA"	"Metagenome Analysis"	"2016-11-21"	"Custom JGI assembly, Nielsen et. al."	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	""	""	"Yes"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Alkaline"	"Non-marine Saline and Alkaline"	"Mine pit pond"	NA	""	""	"USA: Vermont"	"Mine pit pond"	"USA"	"43.727094"	"-72.425964"	60847604	110478	""	NA	"Use"	"Soda lake"
"X3300011193"	3300011193	"*Microbiome"	"Permanent Draft"	"Metagenomes of Arctic soils"	"Arctic soil microbial communities form glacier forefield, Midre Lovenbreen, Svalbard, Norway (Sample 12 - S13.3.50.a - transect 3, age 50 years, surface depth)."	"University of Bristol"	3300011193	"Environmental"	"Terrestrial"	"Soil"	"Glacier"	"Unclassified"	"Metagenomes of Arctic soils"	"Metagenome Analysis"	"2016-11-12"	"SPADES"	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	"maisie.nash@bristol.ac.uk; eaeloefadrosh@lbl.gov; ama@envs.au.dk"	"Maisie Nash; Emiley Eloe-Fadrosh; Alexandre Magno Barbosa Anesio"	"Yes"	"Illumina HiSeq"	"Environmental"	"Terrestrial"	"Glacier"	"Soil"	"Unclassified"	NA	"0"	"48"	"Midre Lovenbreen, Svalbard, Norway"	"Glacier forefield soil"	""	"78.90777778"	"12.16444444"	4751816	16632	""	NA	"Use"	"Glacial forefield"
