"Feature"	"FeatureName"	"Mean.Resolute3(n=3)"	"Mean.SvalbardTaylor(n=6)"	"StdErr.Resolute3(n=3)"	"StdErr.SvalbardTaylor(n=6)"	"FishersTest.Pval"	"FishersTest.adjPval"	"3300038653.Resolute3"	"3300039024.Resolute3"	"3300039023.Resolute3"	"3300061232.SvalbardTaylor"	"3300061231.SvalbardTaylor"	"3300061096.SvalbardTaylor"	"3300061097.SvalbardTaylor"	"3300061098.SvalbardTaylor"	"3300061230.SvalbardTaylor"
"Filomicrobium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Filomicrobium"	"0"	"284.166666666667"	"0"	"140.509884982437"	"8.54119039156106e-28"	"3.25398026332481e-27"	"0"	"0"	"0"	"254"	"935"	"67"	"43"	"46"	"360"
"Fimbriiglobus"	"Bacteria;Planctomycetota;Planctomycetia;Gemmatales;Gemmataceae;Fimbriiglobus"	"0"	"10900.3333333333"	"0"	"4136.67113886409"	"0"	"0"	"0"	"0"	"0"	"7407"	"31539"	"6982"	"5655"	"6418"	"7401"
"Fimbriimonas"	"Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;Fimbriimonas"	"0"	"2221.66666666667"	"0"	"1391.09021194809"	"1.43390291580819e-213"	"2.01501093958309e-212"	"0"	"0"	"0"	"949"	"9060"	"454"	"373"	"463"	"2031"
"Finegoldia"	"Bacteria;Bacillota;Tissierellia;Tissierellales;Peptoniphilaceae;Finegoldia"	"0"	"8.66666666666667"	"0"	"2.20100986922922"	"0.265725898951981"	"0.294962508685982"	"0"	"0"	"0"	"13"	"9"	"4"	"5"	"4"	"17"
"Fionnbharthvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Fionnbharthvirus"	"0"	"0.5"	"0"	"0.341565025531987"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"1"
"Fipvunavirus"	"Viruses;unclassified phages;unclassified Viruses;Caudovirales;Podoviridae;Fipvunavirus"	"5"	"8.5"	"5"	"4.11298755975102"	"1.09324549810775e-08"	"2.22115318702424e-08"	"0"	"0"	"15"	"23"	"7"	"0"	"1"	"1"	"19"
"Firehammervirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Firehammervirus"	"0"	"1.5"	"0"	"0.806225774829855"	"1"	"1"	"0"	"0"	"0"	"5"	"2"	"0"	"0"	"2"	"0"
"Firingavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Firingavirus"	"0"	"1.16666666666667"	"0"	"0.600925212577332"	"1"	"1"	"0"	"0"	"0"	"1"	"4"	"1"	"0"	"0"	"1"
"Fischerella"	"Bacteria;Cyanobacteria;unclassified Cyanobacteria;Nostocales;Hapalosiphonaceae;Fischerella"	"0.333333333333333"	"1896.5"	"0.333333333333333"	"381.102064194532"	"6.89687421678768e-180"	"8.46650765922901e-179"	"0"	"0"	"1"	"1698"	"3725"	"1414"	"1262"	"1318"	"1962"
"Fishburnevirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Fishburnevirus"	"0"	"0.333333333333333"	"0"	"0.210818510677892"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"0"
"Fistulina"	"Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Fistulinaceae;Fistulina"	"0"	"4.16666666666667"	"0"	"0.945750730607407"	"1"	"1"	"0"	"0"	"0"	"6"	"8"	"3"	"2"	"3"	"3"
"Flagellimonas"	"Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flagellimonas"	"0"	"49.6666666666667"	"0"	"11.9684771146727"	"3.18120137486813e-05"	"5.25661124552733e-05"	"0"	"0"	"0"	"68"	"84"	"24"	"21"	"25"	"76"
"Flammeovirga"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flammeovirga"	"0"	"524.666666666667"	"0"	"110.144954996183"	"9.46271399094531e-51"	"5.20043492744233e-50"	"0"	"0"	"0"	"855"	"751"	"323"	"224"	"309"	"686"
"Flaumdravirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Flaumdravirus"	"0"	"0.833333333333333"	"0"	"0.401386485959743"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"2"
"Flaviaesturariibacter"	"Bacteria;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flaviaesturariibacter"	"0"	"1592.16666666667"	"0"	"313.216795704048"	"4.11948768130983e-153"	"4.55132363135059e-152"	"0"	"0"	"0"	"2389"	"2299"	"902"	"760"	"1036"	"2167"
"Flaviflexus"	"Bacteria;Actinomycetota;Actinomycetes;Actinomycetales;Actinomycetaceae;Flaviflexus"	"0"	"38.6666666666667"	"0"	"14.037252026107"	"0.000319702559703433"	"0.000488938902763627"	"0"	"0"	"0"	"42"	"106"	"23"	"13"	"20"	"28"
"Flavihumibacter"	"Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavihumibacter"	"2.66666666666667"	"7033.33333333333"	"2.66666666666667"	"2155.52938071164"	"0"	"0"	"0"	"0"	"8"	"12438"	"10648"	"2386"	"1972"	"2395"	"12361"
"Flavimaricola"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Flavimaricola"	"0"	"479.5"	"0"	"217.398673715672"	"1.81732992725984e-46"	"9.48326561390965e-46"	"0"	"0"	"0"	"257"	"1557"	"222"	"292"	"170"	"379"
"Flavimobilis"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Jonesiaceae;Flavimobilis"	"0"	"124.5"	"0"	"43.4869712289401"	"2.21836335885968e-12"	"5.32806311977992e-12"	"0"	"0"	"0"	"143"	"326"	"49"	"53"	"54"	"122"
"Flavipsychrobacter"	"Bacteria;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavipsychrobacter"	"0"	"1592.5"	"0"	"465.456102477273"	"2.52603080613988e-153"	"2.80048536431563e-152"	"0"	"0"	"0"	"2887"	"2180"	"642"	"449"	"639"	"2758"
"Flaviramulus"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flaviramulus"	"2"	"66.1666666666667"	"2"	"12.3326576391484"	"0.0160302354420007"	"0.0208868948174747"	"0"	"0"	"6"	"93"	"89"	"46"	"25"	"48"	"96"
"Flavisolibacter"	"Bacteria;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavisolibacter"	"0"	"8159.33333333333"	"0"	"2093.79563897191"	"0"	"0"	"0"	"0"	"0"	"13579"	"12474"	"3595"	"3069"	"3831"	"12408"
"Flavitalea"	"Bacteria;Bacteroidota;Chitinophagia;Chitinophagales;Chitinophagaceae;Flavitalea"	"0"	"4051.5"	"0"	"1368.78210464632"	"0"	"0"	"0"	"0"	"0"	"6741"	"5474"	"1106"	"1445"	"870"	"8673"
"Flavivirga"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavivirga"	"0.333333333333333"	"96.8333333333333"	"0.333333333333333"	"15.6873976313614"	"2.17003444072035e-08"	"4.34821159979237e-08"	"0"	"0"	"1"	"145"	"129"	"64"	"58"	"66"	"119"
"Flavobacterium"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium"	"196682.666666667"	"30648.1666666667"	"194598.172927645"	"5634.58921553096"	"0"	"0"	"2170"	"1999"	"585879"	"47959"	"27792"	"19430"	"20072"	"20534"	"48102"
"Flavonifractor"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Flavonifractor"	"0"	"81.6666666666667"	"0"	"26.4936050984216"	"3.30711718307875e-08"	"6.52865277546785e-08"	"0"	"0"	"0"	"108"	"194"	"40"	"30"	"25"	"93"
"Flectobacillus"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Flectobacillus"	"0.666666666666667"	"798.666666666667"	"0.666666666666667"	"74.5482692250091"	"7.32754750079482e-73"	"5.04891660054766e-72"	"0"	"0"	"2"	"1074"	"839"	"688"	"536"	"771"	"884"
"Fletchervirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Fletchervirus"	"0"	"1.5"	"0"	"0.763762615825973"	"1"	"1"	"0"	"0"	"0"	"5"	"1"	"0"	"0"	"1"	"2"
"Flexibacter"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flexibacteraceae;Flexibacter"	"0"	"558.833333333333"	"0"	"27.341563801493"	"4.60139220094961e-54"	"2.62796089337657e-53"	"0"	"0"	"0"	"686"	"492"	"558"	"547"	"519"	"551"
"Flexilinea"	"Bacteria;Chloroflexota;Anaerolineae;Anaerolineales;Anaerolineaceae;Flexilinea"	"0"	"131.166666666667"	"0"	"34.2767332814031"	"4.74085052733942e-13"	"1.17294865556722e-12"	"0"	"0"	"0"	"146"	"284"	"81"	"62"	"67"	"147"
"Flexistipes"	"Bacteria;Deferribacterota;Deferribacteres;Deferribacterales;Flexistipitaceae;Flexistipes"	"0"	"24.1666666666667"	"0"	"6.80400209027337"	"0.0114488864138647"	"0.015033701668042"	"0"	"0"	"0"	"42"	"46"	"12"	"7"	"12"	"26"
"Flexithrix"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Flexithrix"	"0"	"736.833333333333"	"0"	"151.141306215225"	"4.77731030681572e-71"	"3.2156517275289e-70"	"0"	"0"	"0"	"1172"	"1066"	"451"	"338"	"429"	"965"
"Flexivirga"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Flexivirga"	"0"	"254.166666666667"	"0"	"83.7079911225791"	"8.46565344768342e-25"	"3.00376009372953e-24"	"0"	"0"	"0"	"285"	"642"	"116"	"123"	"104"	"255"
"Floricoccus"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Floricoccus"	"0"	"4.66666666666667"	"0"	"1.22927259430572"	"0.625438969664935"	"0.64380739516963"	"0"	"0"	"0"	"8"	"8"	"2"	"2"	"2"	"6"
"Fluoribacter"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Fluoribacter"	"0"	"89"	"0"	"38.9135794635583"	"4.54837074740857e-09"	"9.4723362654443e-09"	"0"	"0"	"0"	"254"	"110"	"17"	"10"	"18"	"125"
"Fluviicoccus"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Fluviicoccus"	"0"	"117.166666666667"	"0"	"39.7571097764636"	"1.00237971913904e-11"	"2.34083427122557e-11"	"0"	"0"	"0"	"139"	"294"	"66"	"27"	"48"	"129"
"Fluviicola"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola"	"1.33333333333333"	"740.666666666667"	"1.33333333333333"	"196.471485067031"	"4.95474469119183e-64"	"3.13116410070584e-63"	"0"	"0"	"4"	"1591"	"718"	"478"	"249"	"458"	"950"
"Fluviispira"	"Bacteria;Pseudomonadota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Fluviispira"	"0"	"239.333333333333"	"0"	"45.3921187481312"	"1.71023830795811e-23"	"5.87940293851694e-23"	"0"	"0"	"0"	"280"	"395"	"139"	"318"	"105"	"199"
"Fodinibius"	"Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Fodinibius"	"0"	"86.3333333333333"	"0"	"20.8049139494602"	"1.00117137338708e-08"	"2.04837361451609e-08"	"0"	"0"	"0"	"100"	"176"	"40"	"48"	"55"	"99"
"Fodinicurvata"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodovibrionaceae;Fodinicurvata"	"0"	"155.333333333333"	"0"	"64.9054012475935"	"2.2554365674139e-15"	"6.218949020649e-15"	"0"	"0"	"0"	"168"	"453"	"51"	"35"	"47"	"178"
"Fomitiporia"	"Eukaryota;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Fomitiporia"	"0"	"6.66666666666667"	"0"	"1.99443670688688"	"0.404437911816591"	"0.434974545011176"	"0"	"0"	"0"	"5"	"15"	"4"	"2"	"4"	"10"
"Fomitopsis"	"Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Fomitopsis"	"0"	"5"	"0"	"2.14476105895272"	"0.627171537563997"	"0.64380739516963"	"0"	"0"	"0"	"6"	"15"	"0"	"3"	"3"	"3"
"Fontibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Fontibacillus"	"0"	"42.1666666666667"	"0"	"13.6709342930337"	"0.000147321010960334"	"0.000231040880625017"	"0"	"0"	"0"	"54"	"101"	"13"	"18"	"19"	"48"
"Fontibacter"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cyclobacteriaceae;Fontibacter"	"0"	"128"	"0"	"26.1610397346894"	"1.03591548568852e-12"	"2.52401005030115e-12"	"0"	"0"	"0"	"183"	"200"	"60"	"59"	"95"	"171"
"Fonticella"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Fonticella"	"0"	"37"	"0"	"10.8781125813871"	"0.000471580903202594"	"0.000712038272319091"	"0"	"0"	"0"	"75"	"56"	"17"	"13"	"12"	"49"
"Fontimonas"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Fontimonas"	"0"	"128"	"0"	"49.9946663821919"	"1.03591548568852e-12"	"2.52401005030115e-12"	"0"	"0"	"0"	"133"	"366"	"63"	"41"	"48"	"117"
"Formivibrio"	"Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Formivibrio"	"0"	"109.5"	"0"	"33.4512082492297"	"7.30504545346277e-11"	"1.65175480824945e-10"	"0"	"0"	"0"	"148"	"255"	"63"	"46"	"41"	"104"
"Formosa"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa"	"7"	"204.5"	"7"	"39.0527421145643"	"7.36778207562286e-05"	"0.000117855086222145"	"0"	"0"	"21"	"317"	"262"	"114"	"100"	"145"	"289"
"Fortiea"	"Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales;Fortieaceae;Fortiea"	"0"	"180.666666666667"	"0"	"44.0504760978181"	"7.28372441651836e-18"	"2.17290996559821e-17"	"0"	"0"	"0"	"177"	"390"	"124"	"103"	"109"	"181"
"Fournierella"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Fournierella"	"0"	"9.33333333333333"	"0"	"2.37580395749406"	"0.271172637013938"	"0.298466894191913"	"0"	"0"	"0"	"11"	"19"	"5"	"5"	"4"	"12"
"Foxborovirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Zierdtviridae;Foxborovirus"	"0"	"0.666666666666667"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"1"	"1"	"0"	"0"	"0"	"2"
"Fragaria"	"Eukaryota;Streptophyta;Magnoliopsida;Rosales;Rosaceae;Fragaria"	"0"	"20"	"0"	"5.70964096944808"	"0.0240570642639568"	"0.03076999357354"	"0"	"0"	"0"	"28"	"40"	"11"	"5"	"8"	"28"
"Francisella"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella"	"0"	"79.1666666666667"	"0"	"18.4488783157977"	"4.58738980587363e-08"	"9.01717603559455e-08"	"0"	"0"	"0"	"137"	"119"	"42"	"34"	"42"	"101"
"Franconibacter"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Franconibacter"	"0"	"9.83333333333333"	"0"	"3.79839147242327"	"0.278384785969511"	"0.303795931282804"	"0"	"0"	"0"	"9"	"27"	"7"	"1"	"3"	"12"
"Frankia"	"Bacteria;Actinomycetota;Actinomycetes;Frankiales;Frankiaceae;Frankia"	"0"	"5513.33333333333"	"0"	"1946.64808781089"	"0"	"0"	"0"	"0"	"0"	"5212"	"14909"	"2834"	"2608"	"2429"	"5088"
"Franklinbayvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Franklinbayvirus"	"0"	"0.333333333333333"	"0"	"0.210818510677892"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"	"0"
"Frateuria"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Frateuria"	"0"	"261.166666666667"	"0"	"73.3145809357032"	"1.86179297418929e-25"	"6.7327140962782e-25"	"0"	"0"	"0"	"346"	"571"	"145"	"111"	"114"	"280"
"Frederiksenia"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Frederiksenia"	"0"	"4"	"0"	"1.26491106406735"	"1"	"1"	"0"	"0"	"0"	"8"	"8"	"2"	"2"	"2"	"2"
"Fredinandcohnia"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Fredinandcohnia"	"0"	"18.5"	"0"	"4.70991861217721"	"0.0363607917051255"	"0.045225146204667"	"0"	"0"	"0"	"24"	"39"	"13"	"10"	"8"	"17"
"Fremauxvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Fremauxvirus"	"0"	"0.333333333333333"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"
"Friedmanniella"	"Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Nocardioidaceae;Friedmanniella"	"0"	"330.666666666667"	"0"	"110.837017482628"	"2.9279913860709e-32"	"1.22791680640984e-31"	"0"	"0"	"0"	"394"	"839"	"138"	"147"	"143"	"323"
"Frigidibacter"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Frigidibacter"	"0"	"455.333333333333"	"0"	"204.737012883466"	"3.72816126621319e-44"	"1.88705034706905e-43"	"0"	"0"	"0"	"368"	"1417"	"141"	"142"	"111"	"553"
"Frigoribacterium"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frigoribacterium"	"0"	"650.333333333333"	"0"	"215.37868459478"	"8.25567324328523e-63"	"5.16624552177459e-62"	"0"	"0"	"0"	"878"	"1536"	"217"	"269"	"203"	"799"
"Frigoriflavimonas"	"Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Frigoriflavimonas"	"0"	"73.8333333333333"	"0"	"9.652000368375"	"1.44404357911062e-07"	"2.75563765781443e-07"	"0"	"0"	"0"	"114"	"73"	"51"	"49"	"76"	"80"
"Frischella"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Orbales;Orbaceae;Frischella"	"0"	"5.16666666666667"	"0"	"1.74005108481843"	"0.628669074262185"	"0.64380739516963"	"0"	"0"	"0"	"9"	"8"	"0"	"0"	"5"	"9"
"Frisingicoccus"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Frisingicoccus"	"0"	"4.33333333333333"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"4"	"5"	"5"	"3"	"5"	"4"
"Friunavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Autographiviridae;Friunavirus"	"0"	"0.333333333333333"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"Fromanvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Fromanvirus"	"0"	"3.66666666666667"	"0"	"1.9607254893137"	"1"	"1"	"0"	"0"	"0"	"3"	"13"	"1"	"0"	"1"	"4"
"Frondihabitans"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Frondihabitans"	"0"	"551.333333333333"	"0"	"180.088805253902"	"2.05911530395768e-53"	"1.17183045006757e-52"	"0"	"0"	"0"	"812"	"1225"	"176"	"200"	"160"	"735"
"Fructilactobacillus"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Fructilactobacillus"	"0"	"11"	"0"	"3.5683796509527"	"0.178407720562213"	"0.20327821361356"	"0"	"0"	"0"	"23"	"21"	"4"	"5"	"4"	"9"
"Fructobacillus"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Fructobacillus"	"0"	"7.16666666666667"	"0"	"1.40039676917333"	"0.408088495450562"	"0.435113324267421"	"0"	"0"	"0"	"10"	"10"	"7"	"3"	"3"	"10"
"Fuerstiella"	"Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Fuerstiella"	"0"	"7389.33333333333"	"0"	"2058.26842542733"	"0"	"0"	"0"	"0"	"0"	"9212"	"15320"	"4568"	"1122"	"4467"	"9647"
"Fukuivirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Fukuivirus"	"0"	"5"	"0"	"1.6532795690183"	"0.627171537563997"	"0.64380739516963"	"0"	"0"	"0"	"7"	"5"	"1"	"12"	"2"	"3"
"Fulvimarina"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Aurantimonadaceae;Fulvimarina"	"0"	"129.666666666667"	"0"	"55.652892507438"	"7.03840178946532e-13"	"1.7293741820128e-12"	"0"	"0"	"0"	"153"	"382"	"32"	"35"	"30"	"146"
"Fulvimonas"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Fulvimonas"	"0"	"117.833333333333"	"0"	"31.851129406105"	"1.0443407773414e-11"	"2.43527500043802e-11"	"0"	"0"	"0"	"157"	"254"	"81"	"40"	"64"	"111"
"Fulvivirga"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Fulvivirgaceae;Fulvivirga"	"0"	"727.833333333333"	"0"	"171.482052834821"	"3.06175906995582e-70"	"2.03524399587935e-69"	"0"	"0"	"0"	"1256"	"1045"	"389"	"310"	"360"	"1007"
"Fundidesulfovibrio"	"Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Fundidesulfovibrio"	"0"	"144.333333333333"	"0"	"52.9047361878983"	"3.61158282199126e-14"	"9.41538760102522e-14"	"0"	"0"	"0"	"173"	"384"	"71"	"35"	"53"	"150"
"Furfurilactobacillus"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Furfurilactobacillus"	"0"	"10.8333333333333"	"0"	"3.97841397767726"	"0.177288386986711"	"0.202723765847759"	"0"	"0"	"0"	"16"	"26"	"3"	"2"	"3"	"15"
"Fusarium"	"Eukaryota;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium"	"0"	"54"	"0"	"20.8726296059377"	"1.57261801900627e-05"	"2.64358244118368e-05"	"0"	"0"	"0"	"54"	"116"	"18"	"9"	"10"	"117"
"Fusibacter"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriales Family XII. Incertae Sedis;Fusibacter"	"0"	"44.3333333333333"	"0"	"18.8691400027782"	"0.000100976539524177"	"0.000160321522614204"	"0"	"0"	"0"	"124"	"63"	"8"	"10"	"7"	"54"
"Fusicatenibacter"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Fusicatenibacter"	"0"	"4.83333333333333"	"0"	"1.0137937550497"	"0.626083886729927"	"0.64380739516963"	"0"	"0"	"0"	"7"	"6"	"3"	"3"	"2"	"8"
"Fusobacterium"	"Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium"	"1.66666666666667"	"163.333333333333"	"1.66666666666667"	"39.0808279225391"	"2.09986219730529e-10"	"4.63997136563183e-10"	"0"	"0"	"5"	"265"	"285"	"104"	"64"	"80"	"182"
"Gabonia"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Gabonia"	"0"	"26.1666666666667"	"0"	"11.5308764242408"	"0.00792237750314583"	"0.0106295215745725"	"0"	"0"	"0"	"75"	"31"	"7"	"3"	"3"	"38"
"Gabonibacter"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Gabonibacter"	"0"	"13.3333333333333"	"0"	"3.02948473800047"	"0.122344626598981"	"0.142594464759234"	"0"	"0"	"0"	"24"	"17"	"8"	"8"	"5"	"18"
"Gaetbulibacter"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gaetbulibacter"	"4"	"106.833333333333"	"4"	"13.5361655492897"	"0.0115070517881853"	"0.0151038893606496"	"0"	"0"	"12"	"150"	"120"	"74"	"72"	"89"	"136"
"Gaiavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Gaiavirus"	"0"	"2.5"	"0"	"1.1474609652039"	"1"	"1"	"0"	"0"	"0"	"2"	"6"	"0"	"0"	"1"	"6"
"Gaiella"	"Bacteria;Actinomycetota;Rubrobacteria;Gaiellales;Gaiellaceae;Gaiella"	"0"	"3246.66666666667"	"0"	"1032.5239518341"	"4.67698661243515e-312"	"8.66188734464883e-311"	"0"	"0"	"0"	"548"	"7458"	"3466"	"3889"	"3417"	"702"
"Galactobacillus"	"Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Galactobacillus"	"0"	"3.66666666666667"	"0"	"1.58464857653396"	"1"	"1"	"0"	"0"	"0"	"2"	"11"	"2"	"1"	"1"	"5"
"Galactobacter"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Galactobacter"	"0"	"30.8333333333333"	"0"	"9.4988303373509"	"0.00231946301356471"	"0.00327237318162102"	"0"	"0"	"0"	"27"	"77"	"26"	"16"	"14"	"25"
"Galbibacter"	"Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Galbibacter"	"0"	"39"	"0"	"8.86190348251059"	"0.000321678457016364"	"0.000489856357547733"	"0"	"0"	"0"	"64"	"40"	"39"	"14"	"15"	"62"
"Galbitalea"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Galbitalea"	"0"	"734.166666666667"	"0"	"250.036586211787"	"6.44338462728591e-71"	"4.32800929681846e-70"	"0"	"0"	"0"	"1106"	"1655"	"249"	"231"	"161"	"1003"
"Galenevirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Kyanoviridae;Galenevirus"	"0"	"1.33333333333333"	"0"	"0.666666666666667"	"1"	"1"	"0"	"0"	"0"	"0"	"4"	"0"	"0"	"2"	"2"
"Gallaecimonas"	"Bacteria;Pseudomonadota;Gammaproteobacteria;unclassified;unclassified;Gallaecimonas"	"0"	"106.666666666667"	"0"	"40.9085701425888"	"9.91578176668646e-11"	"2.22324456126406e-10"	"0"	"0"	"0"	"112"	"292"	"36"	"32"	"38"	"130"
"Gallibacterium"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Gallibacterium"	"0"	"26.6666666666667"	"0"	"7.10711693382845"	"0.00490501606635085"	"0.00673913871208753"	"0"	"0"	"0"	"35"	"56"	"10"	"15"	"14"	"30"
"Gallionella"	"Bacteria;Pseudomonadota;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Gallionella"	"0"	"313.666666666667"	"0"	"66.5104837183165"	"1.31944083178731e-30"	"5.35803349182071e-30"	"0"	"0"	"0"	"417"	"593"	"277"	"163"	"195"	"237"
